district,rent,bedrooms,living-dining,bathrooms,loft,sqmeters,entire_building,building_type,use_type_en,heat,ac,balcony,WIFI,outdoor_space,bathtub,floor_heat,oven,total_amens
Jing'an,40000,2,2,2,0,118,0,detached lane house,residential,1,1,0,0,1,0,1,0,4
Jing'an,40000,3,2,2,1,150,0,detached lane house,residential,1,1,1,0,1,0,0,1,5
Jing'an,40000,3,3,3,0,200,0,attached lane house,residential,1,1,1,0,1,1,0,0,5
Jing'an,40000,3,2,2,0,150,0,detached lane house,multi-use,1,1,0,0,1,1,1,0,5
Jing'an,42000,3,2,3,0,200,0,attached lane house,residential,1,1,1,0,1,1,0,0,5
Jing'an,42000,3,2,3,0,150,1,attached lane house,multi-use,0,1,1,0,1,0,0,0,3
Jing'an,42999,5,2,3,0,248,1,attached lane house,multi-use,0,1,1,0,1,0,1,0,4
Jing'an,45000,4,2,3,0,200,1,attached lane house,residential,0,1,0,0,1,1,0,0,3
Jing'an,45000,5,2,3,0,240,1,villa,multi-use,1,0,0,0,1,1,1,0,4
Jing'an,46000,5,2,3,0,460,1,attached lane house,multi-use,0,1,1,1,1,1,0,0,5
Jing'an,46000,5,2,3,0,198,1,villa,residential,1,1,1,1,1,1,0,0,6
Jing'an,55000,5,2,3,0,220,1,villa,residential,1,1,1,1,1,1,0,0,6
Jing'an,60000,3,1,3,0,200,1,detached lane house,multi-use,1,0,0,0,1,1,1,0,4
Jing'an,60000,3,2,3,0,200,0,attached lane house,multi-use,1,1,0,0,1,1,0,0,4
Jing'an,60000,5,2,2,0,300,1,attached lane house,residential,1,1,0,0,0,1,1,1,5
Jing'an,60000,5,2,3,0,220,1,attached lane house,multi-use,0,1,0,0,1,0,0,0,2
Jing'an,62000,6,2,3,0,300,1,villa,multi-use,1,1,1,1,1,1,0,0,6
Jing'an,70000,5,5,5,0,255,0,detached lane house,multi-use,0,1,0,0,0,0,0,0,1
Jing'an,90000,5,2,4,0,300,1,detached lane house,residential,1,1,1,1,1,1,0,0,6
Jing'an,98000,6,2,3,0,350,1,detached lane house,multi-use,1,1,0,0,1,1,0,0,4
Jing'an,98000,4,2,3,0,350,1,detached lane house,multi-use,0,0,0,0,1,1,0,0,2
Jing'an,100000,10,5,4,0,500,0,detached lane house,multi-use,1,1,0,0,1,1,0,0,4
Jing'an,130000,6,2,3,0,224,1,attached lane house,multi-use,0,1,1,0,1,0,0,0,3
Jing'an,180000,6,3,5,0,441,1,detached lane house,multi-use,0,1,0,0,1,0,0,0,2
Minhang,3619,2,1,1,0,59,0,attached lane house,residential,0,1,1,0,1,0,0,0,3
Minhang,3960,1,1,1,0,40,0,attached lane house,residential,0,1,0,0,0,0,0,0,1
Minhang,4500,2,1,1,0,71,0,attached lane house,residential,0,1,1,0,0,0,0,0,2
Minhang,4550,2,1,1,0,82,0,attached lane house,residential,0,1,0,0,0,0,0,0,1
Minhang,4600,2,1,1,0,61,0,attached lane house,residential,0,1,1,0,0,0,0,0,2
Minhang,4799,2,1,1,0,64,0,public housing,residential,0,1,1,0,1,0,0,0,3
Minhang,4800,2,1,1,0,74,0,public housing,residential,0,1,1,0,0,0,0,0,2
Minhang,6000,3,1,1,0,85,0,public housing,residential,0,1,1,1,0,0,0,0,3
Minhang,7000,1,1,1,0,45,0,public housing,residential,0,1,1,0,0,0,0,0,2
Minhang,7000,2,2,1,0,65,0,public housing,residential,0,1,0,0,0,0,0,0,1
Minhang,8000,2,1,1,0,65,0,public housing,residential,1,1,1,1,1,0,0,0,5
Minhang,12000,1,2,1,0,65,0,public housing,residential,1,0,0,0,1,0,1,0,3
Minhang,18000,4,2,4,0,200,1,villa,multi-use,0,0,0,0,1,1,0,0,2
Minhang,23500,3,2,2,0,150,0,villa,residential,1,0,0,0,0,1,0,0,2
Minhang,23900,5,2,4,0,220,0,villa,residential,0,1,0,0,1,1,0,1,4
Minhang,25000,4,3,4,0,312,0,villa,residential,1,1,1,0,1,1,0,0,5
Minhang,25000,3,2,2,0,150,0,villa,residential,0,0,0,0,1,1,0,0,2
Minhang,28000,4,3,3,1,200,0,villa,residential,1,0,0,0,1,1,1,0,4
Minhang,28500,4,2,3,0,197,0,villa,residential,1,0,0,0,1,1,1,0,4
Minhang,30000,4,3,3,0,200,0,villa,residential,1,1,0,0,1,1,1,0,5
Minhang,32000,4,2,4,0,273,0,villa,residential,1,1,0,0,1,1,0,0,4
Minhang,33000,4,2,4,0,310,1,villa,residential,1,0,1,0,1,0,0,0,3
Minhang,48000,5,2,4,0,470,0,villa,residential,1,1,0,0,1,1,0,0,4
Minhang,50000,4,3,3,0,283,0,villa,multi-use,1,1,1,1,1,1,0,0,6
Minhang,70000,5,3,5,0,357,0,villa,residential,1,1,1,1,1,1,0,0,6
Pudong,2800,1,1,1,0,32,0,public housing,residential,0,1,0,1,0,1,0,0,3
Pudong,3850,1,1,1,0,41,0,attached lane house,residential,0,1,1,0,0,0,0,0,2
Pudong,4300,1,1,1,0,36,0,attached lane house,residential,0,1,0,0,0,0,0,0,1
Pudong,4499,1,1,1,0,40,0,public housing,residential,0,1,1,0,1,0,0,0,3
Pudong,4500,1,1,1,0,37,0,public housing,residential,0,0,0,0,1,0,0,0,1
Pudong,4600,1,1,1,0,37,0,public housing,residential,0,1,1,0,0,0,0,0,2
Pudong,4840,1,1,1,0,29,0,attached lane house,residential,0,1,0,0,0,0,0,0,1
Pudong,5000,1,1,1,0,38,0,public housing,residential,0,1,1,0,0,0,0,0,2
Pudong,5000,1,1,1,0,35,0,attached lane house,residential,0,1,0,1,1,0,0,0,3
Pudong,5000,1,1,1,0,50,0,public housing,residential,1,1,1,1,1,1,0,0,6
Pudong,5300,1,0,1,0,32,0,public housing,multi-use,0,1,1,1,1,0,0,0,4
Pudong,5400,2,1,1,0,58,0,public housing,residential,0,1,0,0,1,0,0,0,2
Pudong,5500,1,1,1,0,45,0,public housing,residential,0,1,1,1,0,1,0,0,4
Pudong,5500,1,1,1,0,38,0,public housing,residential,0,1,1,1,0,0,0,0,3
Pudong,5600,1,0,1,0,37,0,attached lane house,residential,0,1,1,1,0,0,0,0,3
Pudong,5800,1,1,1,0,40,0,detached lane house,residential,0,0,1,0,0,0,0,0,1
Pudong,5800,1,1,1,0,42,0,attached lane house,residential,0,1,1,0,0,0,0,0,2
Pudong,5830,2,1,1,0,66,0,detached lane house,residential,0,1,0,0,0,0,0,0,1
Pudong,5940,2,2,1,0,80,0,public housing,residential,0,1,1,0,0,0,0,0,2
Pudong,6000,1,1,1,0,45,0,public housing,multi-use,1,1,1,1,0,0,0,0,4
Pudong,6000,2,1,1,0,35,0,public housing,residential,0,1,1,0,1,0,0,0,3
Pudong,6006,2,2,1,0,88,0,attached lane house,residential,0,1,1,0,1,1,0,0,4
Pudong,6300,2,0,1,0,49,0,public housing,residential,0,1,1,0,0,0,0,0,2
Pudong,6300,1,1,1,0,40,0,public housing,residential,0,1,1,1,0,0,0,0,3
Pudong,6500,1,1,1,0,42,0,attached lane house,residential,0,1,0,0,1,0,0,0,2
Pudong,6500,2,1,1,0,58,0,public housing,residential,0,1,1,0,1,0,0,0,3
Pudong,6500,1,1,1,0,43,0,public housing,residential,1,1,1,1,1,1,0,0,6
Pudong,6600,2,2,1,0,102,0,attached lane house,residential,0,1,0,0,0,1,0,0,2
Pudong,6799,1,2,1,0,56,0,public housing,residential,0,1,1,0,1,0,0,0,3
Pudong,6800,2,1,1,0,61,0,public housing,residential,1,1,1,1,0,0,0,0,4
Pudong,7000,2,1,1,0,65,0,public housing,residential,0,1,0,0,0,0,0,0,1
Pudong,7000,2,1,1,0,56,0,public housing,residential,0,1,1,1,0,0,0,0,3
Pudong,7084,3,2,2,0,110,0,detached lane house,residential,0,1,1,0,0,0,0,0,2
Pudong,7100,2,1,1,0,60,0,public housing,residential,0,1,1,1,0,0,0,0,3
Pudong,7200,1,1,1,0,40,0,public housing,residential,0,1,0,1,0,0,0,0,2
Pudong,7260,2,1,1,0,58,0,attached lane house,residential,0,1,0,0,1,0,0,0,2
Pudong,7300,1,0,1,0,36,0,public housing,residential,0,1,0,0,0,0,0,0,1
Pudong,7500,1,2,1,0,52,0,attached lane house,residential,0,1,1,0,1,0,0,0,3
Pudong,7500,2,1,1,0,50,0,public housing,residential,0,1,1,0,0,0,0,0,2
Pudong,7800,2,1,1,0,62,0,public housing,residential,0,1,1,0,1,0,0,0,3
Pudong,8000,1,1,1,0,45,0,public housing,residential,0,1,1,1,1,0,0,0,4
Pudong,8200,2,1,1,0,62,0,attached lane house,residential,0,1,1,0,1,0,0,0,3
Pudong,8500,2,1,1,0,70,0,public housing,multi-use,1,1,1,1,1,0,1,0,6
Pudong,8800,1,1,1,0,49,0,public housing,multi-use,0,1,1,1,1,0,0,0,4
Pudong,9000,3,2,1,0,100,0,public housing,residential,0,1,1,0,0,0,0,1,3
Pudong,9130,2,2,1,0,88,0,public housing,residential,0,1,1,0,1,0,0,0,3
Pudong,10000,2,0,1,0,52,0,public housing,residential,1,0,0,0,0,0,0,0,1
Pudong,10000,1,2,1,0,60,0,detached lane house,multi-use,0,0,0,0,1,1,0,0,2
Pudong,10230,3,2,1,0,120,0,detached lane house,residential,0,1,1,0,0,0,0,0,2
Pudong,11000,2,2,1,0,94,0,attached lane house,residential,1,1,1,1,1,1,0,0,6
Pudong,12000,3,2,2,1,175,1,villa,residential,1,1,1,1,1,1,0,0,6
Pudong,12000,3,2,3,0,136,0,attached lane house,residential,0,1,1,1,0,1,0,0,4
Pudong,12000,2,1,1,0,95,0,public housing,residential,1,1,0,1,1,0,1,0,5
Pudong,12800,6,2,2,0,280,0,villa,multi-use,1,1,1,1,1,1,0,0,6
Pudong,17800,3,2,2,0,180,0,villa,multi-use,1,1,1,1,1,1,0,0,6
Pudong,17900,2,2,1,0,88,0,attached lane house,residential,0,0,0,0,0,1,0,0,1
Pudong,18000,5,2,2,0,211,0,villa,residential,0,0,0,0,1,0,0,0,1
Pudong,19800,2,1,1,0,80,0,detached lane house,residential,0,0,0,0,1,0,0,0,1
Pudong,21000,4,2,4,0,447,1,villa,residential,0,1,0,0,1,1,0,0,3
Pudong,23000,4,2,4,0,293,0,villa,residential,1,1,0,0,1,1,0,0,4
Pudong,25000,3,2,3,1,198,0,villa,residential,0,1,0,0,0,1,0,0,2
Pudong,26000,5,2,3,0,260,0,villa,residential,1,1,1,1,1,1,0,0,6
Pudong,28000,4,3,4,0,270,1,villa,multi-use,1,1,1,1,1,0,0,0,5
Pudong,28000,4,3,5,0,250,1,villa,multi-use,0,1,1,1,1,1,0,0,5
Pudong,35000,4,3,3,0,466,1,villa,residential,0,1,1,0,1,1,0,0,4
Pudong,35000,4,2,4,0,466,1,villa,residential,1,1,1,0,1,1,0,0,5
Pudong,40000,5,2,3,0,270,0,villa,residential,1,0,0,0,1,0,1,0,3
Pudong,45000,4,3,3,0,380,0,villa,residential,0,1,0,0,1,1,0,0,3
Pudong,45000,4,3,3,0,315,1,villa,residential,1,1,0,0,1,1,1,0,5
Pudong,45000,5,3,4,0,380,1,villa,residential,1,1,1,1,1,1,1,0,7
Pudong,45000,6,2,4,0,310,0,villa,residential,1,1,0,0,1,0,1,0,4
Pudong,45000,6,3,2,0,435,0,villa,residential,1,1,0,0,1,1,0,0,4
Pudong,45000,5,2,4,0,410,0,villa,residential,1,1,1,1,1,1,0,0,6
Pudong,45000,4,2,3,0,170,0,villa,residential,0,1,0,0,1,0,0,0,2
Pudong,45000,4,2,2,0,182,0,villa,residential,1,1,0,0,1,0,0,0,3
Pudong,49000,4,2,4,0,428,1,villa,residential,1,1,1,1,1,1,1,0,7
Pudong,50000,5,3,5,0,380,1,villa,residential,0,1,1,1,1,1,0,0,5
Pudong,53000,4,2,3,0,256,1,villa,residential,1,1,1,1,1,1,1,0,7
Pudong,53000,4,2,3,0,355,0,villa,residential,0,1,1,1,1,1,0,0,5
Pudong,55000,5,2,5,0,370,0,villa,residential,1,1,1,0,1,1,0,0,5
Pudong,58000,5,2,5,0,455,0,villa,residential,1,1,1,1,1,1,0,0,6
Pudong,58000,5,2,4,0,450,1,villa,residential,1,1,1,1,1,1,0,0,6
Pudong,60000,5,2,5,0,451,0,villa,residential,1,1,0,0,1,1,1,0,5
Pudong,60000,6,3,4,0,430,1,villa,multi-use,1,1,0,0,1,1,1,0,5
Pudong,65000,8,3,5,0,532,0,villa,residential,1,1,0,0,1,1,0,0,4
Pudong,70000,4,3,4,0,475,0,villa,residential,1,1,0,0,1,1,0,0,4
Putuo,2500,1,0,0,0,18,0,public housing,residential,0,1,1,1,0,0,0,0,3
Putuo,2800,1,0,0,0,15,0,public housing,residential,0,1,0,1,0,0,0,0,2
Putuo,2900,1,0,0,0,16,0,public housing,residential,0,1,1,1,0,0,0,0,3
Putuo,3390,1,1,1,0,40,0,public housing,residential,0,1,1,1,1,1,0,0,5
Putuo,3500,1,1,1,0,41,0,public housing,multi-use,0,1,1,0,0,0,0,0,2
Putuo,3800,1,0,1,0,34,0,public housing,residential,0,1,1,0,0,0,0,0,2
Putuo,4091,1,1,1,0,37,0,public housing,residential,0,1,1,0,0,0,0,0,2
Putuo,4500,1,1,1,0,35,0,public housing,residential,0,1,1,1,0,0,0,0,3
Putuo,4800,1,1,1,0,32,0,public housing,residential,0,1,1,0,0,0,0,0,2
Putuo,4900,2,1,1,0,60,0,public housing,residential,0,1,1,0,0,0,0,0,2
Putuo,5000,2,0,1,0,46,0,public housing,residential,0,1,1,1,0,0,0,0,3
Putuo,5060,1,1,1,0,47,0,public housing,residential,0,1,1,0,1,0,0,0,3
Putuo,5200,2,1,1,0,65,0,public housing,residential,0,1,1,0,0,0,0,0,2
Putuo,5500,2,0,1,0,45,0,public housing,residential,0,1,1,0,0,0,0,0,2
Putuo,5600,2,0,1,0,45,0,public housing,residential,0,1,1,1,0,0,0,0,3
Putuo,5600,2,1,1,0,60,0,public housing,residential,0,1,1,0,0,0,0,0,2
Putuo,5800,2,1,1,0,50,0,public housing,residential,0,1,0,0,1,0,0,0,2
Putuo,6000,2,0,1,0,50,0,public housing,residential,0,1,0,0,0,0,0,0,1
Putuo,6000,2,0,1,0,52,0,public housing,residential,0,1,1,1,0,0,0,0,3
Putuo,6200,2,1,1,0,55,0,public housing,residential,0,1,1,0,0,0,0,0,2
Putuo,6500,2,2,1,0,69,0,public housing,multi-use,0,1,1,1,0,0,0,0,3
Putuo,6500,1,1,1,0,50,0,public housing,residential,1,0,0,0,0,0,0,0,1
Putuo,6500,2,0,1,0,54,0,public housing,residential,0,1,1,1,1,0,0,0,4
Putuo,6500,2,0,1,0,45,0,public housing,residential,0,1,1,0,0,0,0,0,2
Putuo,6500,3,1,1,0,60,0,public housing,residential,0,1,1,0,0,0,0,0,2
Putuo,6800,2,1,1,0,65,0,public housing,residential,1,1,1,1,1,0,0,0,5
Putuo,7000,3,1,1,0,68,0,public housing,residential,0,1,1,0,0,0,0,0,2
Putuo,8000,3,1,1,0,65,0,public housing,residential,0,1,1,0,0,0,0,0,2
Putuo,9000,2,1,1,0,75,0,public housing,multi-use,0,1,1,1,1,0,0,0,4
Putuo,17500,6,2,2,0,216,0,villa,residential,0,1,1,0,0,0,0,0,2
Putuo,45000,5,3,5,1,360,0,villa,residential,1,0,0,0,1,1,0,0,3
Qingpu,12000,4,3,4,0,310,0,villa,multi-use,1,1,0,0,1,0,0,0,3
Qingpu,13000,3,2,3,0,205,0,villa,multi-use,1,1,1,0,1,1,1,0,6
Qingpu,13000,4,3,3,0,181,0,villa,residential,1,1,0,0,1,1,1,1,6
Qingpu,17000,4,2,2,0,200,1,villa,residential,1,0,0,0,0,0,1,0,2
Qingpu,18000,4,2,3,0,242,0,villa,residential,0,1,0,0,1,1,0,0,3
Qingpu,23000,4,2,2,0,250,0,villa,residential,0,1,0,0,0,0,0,0,1
Qingpu,23800,4,5,5,0,468,1,villa,residential,1,1,0,0,1,1,1,0,5
Qingpu,24000,6,4,3,0,300,0,villa,residential,0,1,0,0,1,1,0,1,4
Qingpu,24000,3,2,3,0,170,0,villa,residential,0,0,0,0,1,0,0,0,1
Qingpu,25000,7,3,5,0,460,1,villa,residential,1,1,0,0,1,1,1,0,5
Qingpu,26000,4,2,2,0,250,0,villa,residential,0,1,0,0,1,1,0,0,3
Qingpu,26000,6,3,3,0,338,1,villa,residential,1,1,0,0,1,1,0,0,4
Qingpu,30000,5,2,4,0,266,0,villa,residential,1,1,0,0,1,0,1,0,4
Qingpu,30000,5,3,5,0,330,1,villa,multi-use,0,0,0,0,1,1,0,0,2
Qingpu,35000,5,3,5,0,350,1,villa,residential,1,1,0,0,1,1,0,0,4
Qingpu,38000,5,4,4,0,418,1,villa,residential,0,1,1,1,1,1,0,1,6
Qingpu,42000,7,5,7,0,600,1,villa,residential,1,1,0,0,1,1,1,0,5
Qingpu,45000,5,2,4,0,314,1,villa,residential,0,1,0,0,1,1,0,0,3
Qingpu,60000,4,3,4,0,600,1,villa,multi-use,1,1,1,1,1,1,0,0,6
Qingpu,68000,5,3,6,0,443,1,villa,residential,1,1,1,1,1,1,0,0,6
Xuhui,2500,1,0,1,0,15,0,detached lane house,residential,0,1,0,0,0,0,0,0,1
Xuhui,2600,1,0,1,0,8,0,attached lane house,residential,0,1,0,0,0,0,0,0,1
Xuhui,2700,1,0,1,0,15,0,detached lane house,residential,1,1,1,0,1,1,0,0,5
Xuhui,2800,1,0,1,0,12,0,attached lane house,residential,1,0,0,0,0,0,0,0,1
Xuhui,2800,1,0,1,0,15,0,detached lane house,residential,0,1,0,0,0,0,0,0,1
Xuhui,3000,1,0,1,0,15,0,attached lane house,residential,0,1,0,0,0,0,0,0,1
Xuhui,3000,1,0,1,0,15,0,detached lane house,multi-use,0,1,0,0,0,0,0,0,1
Xuhui,3000,1,0,1,0,15,0,attached lane house,residential,0,1,0,0,0,0,0,0,1
Xuhui,3000,1,0,1,0,15,0,attached lane house,residential,0,1,0,0,0,0,0,0,1
Xuhui,3000,1,1,1,0,30,0,attached lane house,residential,0,1,0,0,0,0,0,0,1
Xuhui,3000,1,1,1,0,20,0,attached lane house,residential,0,1,0,0,0,0,0,0,1
Xuhui,3000,1,1,1,0,20,0,public housing,residential,0,1,0,0,0,0,0,0,1
Xuhui,3000,1,1,1,0,20,0,attached lane house,residential,0,1,0,0,0,0,0,0,1
Xuhui,3200,1,0,1,0,20,0,attached lane house,residential,0,1,1,1,0,0,0,0,3
Xuhui,3300,1,0,1,0,10,0,attached lane house,residential,0,1,0,0,0,0,0,0,1
Xuhui,3300,1,0,1,1,20,0,detached lane house,multi-use,0,1,0,0,0,0,0,0,1
Xuhui,3500,1,0,1,0,20,0,attached lane house,residential,0,0,0,0,1,0,0,0,1
Xuhui,3500,1,0,1,0,13,0,detached lane house,residential,0,1,0,0,0,0,0,0,1
Xuhui,3500,1,0,1,0,12,0,attached lane house,residential,1,1,0,0,0,0,0,0,2
Xuhui,3500,1,0,1,0,12,0,public housing,residential,0,1,0,0,0,0,0,0,1
Xuhui,3600,1,0,1,0,22,0,attached lane house,residential,0,1,0,1,0,0,0,0,2
Xuhui,3600,1,0,1,0,18,0,detached lane house,residential,0,1,1,0,0,0,0,0,2
Xuhui,3650,1,0,1,0,17,0,attached lane house,residential,0,1,0,0,0,0,0,0,1
Xuhui,3800,1,0,1,0,21,0,detached lane house,residential,0,1,0,1,0,0,0,0,2
Xuhui,3800,1,1,1,0,20,0,attached lane house,multi-use,0,1,0,0,0,0,0,0,1
Xuhui,3800,1,0,1,0,20,0,attached lane house,residential,0,1,0,0,0,0,0,0,1
Xuhui,3800,1,0,0,0,20,0,detached lane house,residential,0,1,0,0,1,0,0,0,2
Xuhui,3800,1,1,1,0,20,0,public housing,multi-use,1,1,1,1,1,1,0,0,6
Xuhui,4000,1,1,1,0,10,0,attached lane house,residential,1,1,0,1,0,0,0,0,3
Xuhui,4000,1,0,1,0,18,0,detached lane house,residential,0,1,0,0,0,0,0,0,1
Xuhui,4000,1,0,1,0,35,0,attached lane house,residential,0,1,0,0,0,0,0,0,1
Xuhui,4100,1,0,1,0,18,0,detached lane house,residential,0,1,0,0,0,0,0,0,1
Xuhui,4200,1,0,1,0,35,0,public housing,residential,0,1,1,1,0,0,0,0,3
Xuhui,4200,1,0,1,0,22,0,detached lane house,residential,0,1,0,1,0,0,0,0,2
Xuhui,4200,1,0,1,0,20,0,attached lane house,residential,0,1,0,0,0,0,0,0,1
Xuhui,4200,1,1,1,0,32,0,detached lane house,multi-use,0,1,0,0,0,0,0,0,1
Xuhui,4200,1,0,1,0,15,0,attached lane house,residential,0,1,0,0,0,0,0,0,1
Xuhui,4300,1,1,1,0,20,0,attached lane house,residential,0,0,0,0,1,0,0,0,1
Xuhui,4300,1,1,1,1,28,0,attached lane house,residential,0,1,0,0,0,0,0,0,1
Xuhui,4300,1,0,1,0,25,0,attached lane house,residential,1,1,0,0,0,0,0,0,2
Xuhui,4300,1,1,1,0,50,0,detached lane house,residential,1,1,0,0,1,0,0,0,3
Xuhui,4488,1,0,1,0,20,0,attached lane house,residential,1,0,0,0,0,0,0,0,1
Xuhui,4500,1,1,1,0,34,0,public housing,residential,0,1,1,0,0,0,0,0,2
Xuhui,4500,1,0,1,0,20,0,detached lane house,residential,0,1,0,0,0,0,0,0,1
Xuhui,4500,1,1,1,0,40,0,attached lane house,residential,0,1,0,0,0,0,0,0,1
Xuhui,4500,1,0,1,0,35,0,attached lane house,residential,0,1,1,0,0,0,0,0,2
Xuhui,4500,1,1,1,0,35,0,detached lane house,residential,0,0,0,0,1,0,0,0,1
Xuhui,4500,1,0,1,0,35,0,attached lane house,residential,0,1,0,0,0,0,0,0,1
Xuhui,4500,1,0,1,0,23,0,detached lane house,residential,0,1,0,1,0,0,0,0,2
Xuhui,4500,1,0,1,0,25,0,attached lane house,residential,0,1,0,0,0,0,0,0,1
Xuhui,4500,1,0,1,0,20,0,attached lane house,multi-use,0,1,0,0,0,0,0,0,1
Xuhui,4500,1,0,1,0,12,0,attached lane house,residential,0,1,0,0,0,0,0,0,1
Xuhui,4500,1,1,1,0,30,0,detached lane house,multi-use,1,1,0,1,0,0,0,0,3
Xuhui,4600,1,0,1,0,21,0,attached lane house,residential,0,1,0,0,0,0,0,0,1
Xuhui,4600,1,0,1,0,25,0,public housing,residential,0,1,1,0,0,0,0,0,2
Xuhui,4600,2,1,1,0,55,0,public housing,residential,0,1,1,0,0,1,0,0,3
Xuhui,4600,1,1,1,0,35,0,attached lane house,residential,0,1,1,0,1,0,0,0,3
Xuhui,4700,1,0,1,0,20,0,detached lane house,multi-use,0,1,0,0,0,0,0,0,1
Xuhui,4800,1,1,1,0,35,0,attached lane house,residential,0,1,0,0,0,0,0,0,1
Xuhui,4800,1,1,1,0,50,0,attached lane house,multi-use,0,1,0,0,0,0,0,0,1
Xuhui,4800,1,0,1,0,15,0,detached lane house,residential,0,1,0,0,0,0,0,0,1
Xuhui,4800,1,0,0,0,30,0,public housing,residential,0,1,0,0,0,0,0,0,1
Xuhui,4800,1,0,1,0,38,0,public housing,residential,0,1,1,0,0,0,0,0,2
Xuhui,4900,1,0,1,0,22,0,attached lane house,residential,0,1,0,0,0,0,0,0,1
Xuhui,4900,1,0,1,0,25,0,attached lane house,residential,0,1,1,0,0,0,0,0,2
Xuhui,4900,1,0,1,0,15,0,detached lane house,multi-use,0,0,0,0,0,0,0,0,0
Xuhui,4900,2,1,1,0,65,0,public housing,residential,0,1,1,1,0,0,0,0,3
Xuhui,5000,1,1,1,1,15,0,detached lane house,residential,0,1,0,1,1,0,1,0,4
Xuhui,5000,1,1,1,0,40,0,attached lane house,residential,0,1,1,0,0,0,0,0,2
Xuhui,5000,1,0,1,0,15,0,attached lane house,residential,0,1,0,1,1,0,0,0,3
Xuhui,5000,1,0,1,0,30,0,attached lane house,residential,0,1,1,1,1,0,0,0,4
Xuhui,5000,1,1,1,0,23,0,detached lane house,residential,0,0,0,0,0,0,0,0,0
Xuhui,5000,1,1,1,0,18,0,detached lane house,residential,0,1,1,1,1,0,0,0,4
Xuhui,5000,1,0,1,0,38,0,attached lane house,residential,0,1,0,0,1,0,0,0,2
Xuhui,5000,2,1,1,0,60,0,public housing,residential,0,0,0,0,0,1,0,0,1
Xuhui,5000,1,0,1,0,30,0,detached lane house,residential,0,1,0,1,0,0,0,0,2
Xuhui,5000,1,0,1,0,30,0,detached lane house,residential,0,1,1,0,0,0,0,0,2
Xuhui,5100,1,1,1,0,38,0,public housing,residential,0,1,0,0,0,0,0,0,1
Xuhui,5100,1,1,1,0,38,0,public housing,residential,0,1,0,0,0,0,0,0,1
Xuhui,5100,1,1,1,0,38,0,public housing,residential,0,1,0,0,0,0,0,0,1
Xuhui,5200,1,0,1,0,20,0,detached lane house,multi-use,0,1,0,0,1,0,0,0,2
Xuhui,5200,1,0,1,0,26,0,public housing,residential,0,1,0,0,0,0,0,0,1
Xuhui,5200,1,0,1,0,25,0,detached lane house,residential,0,1,0,0,1,0,0,0,2
Xuhui,5200,1,1,1,1,40,0,attached lane house,residential,0,1,0,0,0,0,0,0,1
Xuhui,5200,1,1,1,0,40,0,attached lane house,residential,0,1,1,0,0,0,0,0,2
Xuhui,5200,1,1,1,0,20,0,detached lane house,residential,0,1,0,0,1,0,0,0,2
Xuhui,5300,1,0,1,0,27,0,attached lane house,residential,0,1,0,0,0,0,0,0,1
Xuhui,5300,1,0,1,0,30,0,attached lane house,multi-use,0,1,0,0,0,0,0,0,1
Xuhui,5300,1,0,1,0,25,0,attached lane house,residential,0,1,0,0,0,0,0,0,1
Xuhui,5500,1,1,1,1,25,0,detached lane house,residential,1,1,0,1,0,0,0,0,3
Xuhui,5500,1,1,1,0,40,0,public housing,residential,0,1,1,0,0,0,0,0,2
Xuhui,5500,1,0,1,0,20,0,attached lane house,multi-use,0,1,0,1,0,0,0,0,2
Xuhui,5500,1,0,1,0,30,0,detached lane house,residential,1,1,1,0,1,0,0,0,4
Xuhui,5500,1,1,1,0,29,0,attached lane house,residential,1,1,0,0,0,1,0,0,3
Xuhui,5500,1,0,1,0,18,0,detached lane house,multi-use,1,0,0,0,1,0,1,0,3
Xuhui,5500,1,0,1,0,42,0,public housing,residential,0,1,1,0,0,0,0,0,2
Xuhui,5500,1,0,1,0,35,0,detached lane house,residential,0,1,0,0,0,0,0,0,1
Xuhui,5500,1,1,1,0,35,0,attached lane house,residential,0,1,0,0,1,0,0,0,2
Xuhui,5500,1,1,1,0,25,0,detached lane house,residential,0,1,1,0,1,0,0,0,3
Xuhui,5500,1,0,1,0,20,0,detached lane house,residential,0,0,0,0,1,0,0,0,1
Xuhui,5500,1,0,1,0,15,0,detached lane house,multi-use,0,1,0,0,0,0,0,0,1
Xuhui,5500,1,1,1,0,20,0,detached lane house,residential,0,1,0,0,0,0,0,0,1
Xuhui,5500,1,0,1,0,30,0,attached lane house,residential,0,0,0,0,0,0,0,0,0
Xuhui,5700,1,1,1,0,50,0,public housing,residential,0,0,0,0,1,0,0,0,1
Xuhui,5700,1,1,1,0,23,0,detached lane house,multi-use,1,0,0,0,0,0,1,0,2
Xuhui,5800,3,1,1,1,80,0,public housing,residential,1,1,1,1,1,1,0,0,6
Xuhui,5800,1,0,1,0,32,0,public housing,residential,0,1,0,0,1,0,0,0,2
Xuhui,5800,1,0,1,0,28,0,detached lane house,residential,1,1,0,0,0,0,0,1,3
Xuhui,5800,1,1,1,0,30,0,detached lane house,residential,0,1,0,0,0,0,0,0,1
Xuhui,5800,1,0,1,0,28,0,detached lane house,residential,1,1,0,1,0,0,0,1,4
Xuhui,5800,1,1,1,0,60,0,detached lane house,multi-use,0,1,0,1,0,0,0,0,2
Xuhui,5800,1,1,1,0,49,0,public housing,residential,0,1,1,0,0,0,0,0,2
