district,rent,bedrooms,living-dining,bathrooms,loft,sqmeters,entire_building,building_type,use_type_en,heat,ac,balcony,WIFI,outdoor_space,bathtub,floor_heat,oven,total_amens
Huangpu,12000,1,1,1,0,70,0,detached lane house,residential,0,0,0,0,1,0,0,0,1
Huangpu,12500,1,1,1,0,70,0,attached lane house,multi-use,1,0,0,0,1,0,0,0,2
Huangpu,12500,1,1,1,0,58,0,attached lane house,residential,1,0,0,0,0,0,1,1,3
Huangpu,12500,2,2,1,0,80,0,attached lane house,multi-use,0,1,0,0,0,0,0,0,1
Huangpu,12500,1,2,1,1,52,0,detached lane house,multi-use,1,0,0,0,0,0,1,1,3
Huangpu,12500,2,1,1,1,80,0,attached lane house,residential,0,0,0,0,1,0,0,0,1
Huangpu,12500,2,1,2,0,80,0,attached lane house,residential,0,1,0,0,0,0,0,0,1
Huangpu,12500,2,1,1,0,60,0,detached lane house,multi-use,0,1,0,0,1,0,0,0,2
Huangpu,12500,1,1,1,0,75,0,detached lane house,multi-use,0,1,0,0,0,1,0,0,2
Huangpu,12500,1,2,1,1,50,0,detached lane house,residential,1,0,0,0,1,0,1,1,4
Huangpu,12500,2,1,1,0,80,0,detached lane house,multi-use,0,0,0,0,0,1,0,0,1
Huangpu,12500,2,2,1,0,90,0,detached lane house,multi-use,0,1,0,0,0,0,0,0,1
Huangpu,12800,2,1,1,0,80,0,detached lane house,residential,0,0,0,0,1,0,0,0,1
Huangpu,12800,1,1,1,0,75,0,attached lane house,residential,0,1,1,0,0,0,0,0,2
Huangpu,12800,1,1,1,0,50,0,public housing,multi-use,1,1,0,0,0,0,1,0,3
Huangpu,13000,2,1,1,0,70,1,detached lane house,residential,0,1,0,0,0,0,0,0,1
Huangpu,13000,1,2,2,1,90,0,detached lane house,residential,1,0,0,0,1,1,0,0,3
Huangpu,13000,1,1,1,0,55,0,attached lane house,multi-use,1,0,0,0,0,0,1,0,2
Huangpu,13000,2,2,1,0,90,0,detached lane house,multi-use,1,1,0,0,1,0,1,0,4
Huangpu,13000,1,1,1,0,70,0,attached lane house,multi-use,0,1,0,0,1,0,0,0,2
Huangpu,13000,1,2,1,0,70,0,attached lane house,multi-use,1,1,0,0,0,1,0,0,3
Huangpu,13000,1,1,1,0,45,0,detached lane house,multi-use,1,1,0,0,1,0,1,0,4
Huangpu,13000,1,2,1,0,70,0,detached lane house,multi-use,1,0,0,0,1,1,0,0,3
Huangpu,13000,2,1,1,0,60,0,detached lane house,multi-use,1,1,0,0,1,0,1,0,4
Huangpu,13000,1,1,1,0,70,0,detached lane house,residential,1,1,1,1,1,1,0,0,6
Huangpu,13000,1,1,1,0,90,0,public housing,multi-use,1,0,0,0,1,0,1,0,3
Huangpu,13500,1,2,1,0,85,0,attached lane house,multi-use,1,0,0,0,1,0,1,1,4
Huangpu,13500,1,2,1,0,65,0,detached lane house,multi-use,1,1,1,1,1,0,0,0,5
Huangpu,13500,1,1,1,0,60,0,detached lane house,multi-use,0,1,0,1,1,0,0,0,3
Huangpu,13500,2,1,1,0,65,0,detached lane house,residential,0,0,0,0,0,1,0,0,1
Huangpu,13500,2,2,1,0,90,0,public housing,multi-use,1,1,0,0,0,0,0,0,2
Huangpu,13500,1,1,1,0,60,0,attached lane house,multi-use,1,0,0,0,1,0,0,0,2
Huangpu,13500,1,0,1,0,60,0,detached lane house,multi-use,1,1,0,1,0,0,0,0,3
Huangpu,13800,1,1,1,0,70,0,attached lane house,multi-use,0,0,0,0,1,0,0,0,1
Huangpu,13800,2,2,2,0,80,0,attached lane house,multi-use,0,0,0,0,1,0,0,0,1
Huangpu,13800,3,2,2,0,100,0,attached lane house,residential,0,0,0,0,1,0,0,0,1
Huangpu,13800,2,2,2,1,110,0,detached lane house,multi-use,0,1,0,0,1,1,0,0,3
Huangpu,14000,1,2,1,0,70,0,attached lane house,multi-use,1,0,0,0,1,0,1,0,3
Huangpu,14000,1,2,1,0,60,0,public housing,residential,0,1,0,1,0,0,0,0,2
Huangpu,14000,2,1,1,0,75,0,detached lane house,residential,1,1,0,1,0,0,0,0,3
Huangpu,14000,2,2,2,0,90,0,detached lane house,residential,1,1,1,0,1,0,0,0,4
Huangpu,14000,1,1,1,0,80,0,attached lane house,multi-use,0,1,0,0,1,0,0,0,2
Huangpu,14000,2,2,1,0,100,0,detached lane house,residential,0,0,0,0,1,1,0,0,2
Huangpu,14000,1,2,1,0,60,0,attached lane house,multi-use,0,0,0,0,1,0,1,0,2
Huangpu,14500,1,2,1,0,60,0,detached lane house,multi-use,1,0,0,0,0,0,0,0,1
Huangpu,14500,1,2,1,0,70,0,detached lane house,multi-use,1,1,0,0,1,0,1,0,4
Huangpu,14500,1,1,1,0,50,0,attached lane house,multi-use,1,0,0,0,0,1,0,0,2
Huangpu,14800,1,1,1,0,60,0,attached lane house,multi-use,1,0,0,0,0,0,0,0,1
Huangpu,15000,2,2,1,0,90,0,attached lane house,residential,0,1,0,0,1,0,0,0,2
Huangpu,15000,2,1,1,0,70,0,attached lane house,multi-use,1,1,0,0,1,0,0,0,3
Huangpu,15000,2,1,1,0,50,0,attached lane house,multi-use,1,1,0,0,1,0,1,0,4
Huangpu,15000,2,3,2,0,150,0,attached lane house,multi-use,0,1,0,0,0,0,0,0,1
Huangpu,15000,2,3,2,0,150,0,attached lane house,multi-use,0,1,0,0,0,0,0,0,1
Huangpu,15000,2,3,2,0,150,0,attached lane house,multi-use,0,0,0,0,0,0,0,0,0
Huangpu,15000,1,2,1,0,60,0,attached lane house,multi-use,1,1,0,0,0,0,0,0,2
Huangpu,15000,1,2,1,1,75,0,detached lane house,residential,0,0,0,0,1,0,0,1,2
Huangpu,15000,2,2,1,0,108,0,detached lane house,residential,1,1,1,1,1,1,0,0,6
Huangpu,15000,2,2,1,0,75,0,public housing,residential,0,1,0,0,1,0,0,0,2
Huangpu,15000,2,3,2,0,120,1,attached lane house,multi-use,0,1,0,0,0,0,0,0,1
Huangpu,15000,2,3,2,0,120,1,attached lane house,multi-use,0,1,0,0,1,1,0,0,3
Huangpu,15000,1,2,1,1,80,0,attached lane house,residential,0,0,0,0,1,1,0,0,2
Huangpu,15000,1,2,1,1,60,0,detached lane house,multi-use,1,1,0,0,0,0,1,1,4
Huangpu,15500,2,1,1,0,80,0,detached lane house,residential,0,1,1,1,0,0,0,0,3
Huangpu,15500,2,2,2,0,140,0,detached lane house,multi-use,0,0,0,0,1,0,0,0,1
Huangpu,15800,2,1,1,0,80,0,detached lane house,residential,1,1,1,1,0,0,0,0,4
Huangpu,15800,1,2,1,0,70,0,attached lane house,multi-use,1,0,0,0,0,0,0,0,1
Huangpu,16000,3,2,2,0,100,0,attached lane house,residential,0,1,0,0,1,0,0,0,2
Huangpu,16000,2,2,1,0,70,0,public housing,residential,1,1,0,0,0,0,0,0,2
Huangpu,16000,2,2,2,0,120,0,attached lane house,multi-use,1,0,0,0,0,1,0,0,2
Huangpu,16000,2,2,2,0,130,0,attached lane house,multi-use,1,0,0,0,1,0,0,0,2
Huangpu,16000,1,2,2,0,54,0,detached lane house,residential,0,0,0,0,1,1,0,0,2
Huangpu,16000,3,2,1,0,110,0,attached lane house,residential,1,1,1,1,0,1,0,0,5
Huangpu,16000,1,1,1,0,56,0,attached lane house,multi-use,0,1,0,0,1,0,0,0,2
Huangpu,16000,1,2,1,0,55,0,attached lane house,residential,0,0,0,0,1,0,0,0,1
Huangpu,16500,2,2,2,0,96,0,detached lane house,residential,0,0,0,0,1,0,0,0,1
Huangpu,16500,1,2,2,0,80,0,detached lane house,multi-use,1,1,1,1,0,1,1,0,6
Huangpu,16800,3,2,2,0,160,0,attached lane house,multi-use,1,0,0,0,1,0,0,0,2
Huangpu,17000,1,1,1,1,60,0,attached lane house,multi-use,0,0,0,0,1,0,0,0,1
Huangpu,17500,2,2,1,0,75,0,attached lane house,residential,1,1,0,0,0,0,0,0,2
Huangpu,17800,1,2,1,0,90,0,detached lane house,residential,0,0,0,0,1,0,0,0,1
Huangpu,18000,2,2,1,0,80,0,attached lane house,residential,1,1,0,0,0,1,0,0,3
Huangpu,18000,1,1,1,0,77,0,attached lane house,residential,1,1,0,0,1,0,0,0,3
Huangpu,18000,2,2,2,0,120,0,attached lane house,residential,1,1,1,0,1,1,0,0,5
Huangpu,18000,2,2,1,0,120,0,detached lane house,multi-use,0,0,1,0,1,0,0,0,2
Huangpu,18000,2,2,2,0,80,0,attached lane house,multi-use,1,0,0,0,1,1,1,0,4
Huangpu,18000,2,2,2,0,100,0,detached lane house,residential,1,0,0,0,1,1,0,0,3
Huangpu,18000,2,2,1,0,97,0,detached lane house,residential,0,0,0,0,1,0,0,0,1
Huangpu,18500,1,1,1,1,110,0,attached lane house,residential,1,1,0,0,0,0,1,0,3
Huangpu,19000,2,2,1,0,95,0,public housing,residential,0,1,1,0,1,0,0,0,3
Huangpu,20000,3,1,2,0,100,0,attached lane house,residential,0,1,1,0,1,0,0,0,3
Huangpu,20000,3,2,2,0,150,0,attached lane house,multi-use,0,1,1,0,1,1,0,0,4
Huangpu,20000,3,2,2,0,150,1,detached lane house,residential,0,1,1,1,1,1,0,0,5
Huangpu,20000,2,2,2,0,120,0,detached lane house,residential,1,1,0,0,1,1,0,0,4
Huangpu,22000,3,2,1,1,120,0,detached lane house,multi-use,0,0,0,0,1,0,0,0,1
Huangpu,22000,3,1,2,0,110,0,attached lane house,residential,0,1,0,0,0,1,0,0,2
Huangpu,22000,3,2,2,0,130,0,detached lane house,multi-use,1,0,0,0,1,1,0,0,3
Huangpu,22000,3,2,2,0,80,0,detached lane house,residential,0,0,0,0,0,1,0,0,1
Huangpu,22000,2,2,1,0,120,0,detached lane house,multi-use,0,1,0,0,1,0,0,0,2
Huangpu,22800,3,2,2,1,130,0,attached lane house,residential,1,1,0,1,1,1,0,0,5
Huangpu,23000,2,2,2,0,120,0,attached lane house,residential,1,1,1,1,1,1,0,0,6
Huangpu,23000,2,3,2,0,150,0,detached lane house,multi-use,1,1,0,0,1,1,1,0,5
Huangpu,23000,2,2,3,0,150,0,detached lane house,residential,1,1,1,1,1,1,1,0,7
Huangpu,23000,2,2,3,0,150,0,detached lane house,residential,1,1,0,1,1,1,1,0,6
Huangpu,24000,1,1,2,0,110,0,attached lane house,multi-use,1,0,0,0,1,0,1,1,4
Huangpu,24500,2,2,2,0,110,0,attached lane house,residential,1,1,1,0,1,0,0,0,4
Huangpu,24800,2,2,3,0,150,0,detached lane house,multi-use,1,1,1,1,1,1,1,0,7
Huangpu,24800,2,2,3,0,150,0,detached lane house,multi-use,1,0,0,0,0,1,1,0,3
Huangpu,24800,2,2,3,0,150,0,detached lane house,residential,1,1,1,0,1,1,1,0,6
Huangpu,24800,2,2,2,0,120,0,attached lane house,residential,0,0,0,0,1,1,0,0,2
Huangpu,25000,2,2,2,0,100,0,attached lane house,residential,1,1,0,0,1,1,0,0,4
Huangpu,25000,2,2,1,0,90,0,detached lane house,multi-use,1,1,0,1,0,0,0,0,3
Huangpu,25000,4,2,3,0,190,0,attached lane house,multi-use,0,1,0,1,0,0,0,0,2
Huangpu,25800,2,2,2,1,110,0,detached lane house,multi-use,0,1,0,0,1,0,0,1,3
Huangpu,26500,3,2,2,0,150,0,detached lane house,residential,0,0,0,0,1,1,0,0,2
Huangpu,28000,2,2,1,0,100,0,detached lane house,multi-use,1,1,1,0,1,1,1,0,6
Huangpu,28000,2,2,3,0,150,0,detached lane house,multi-use,1,1,1,1,1,1,1,0,7
Huangpu,28000,2,2,3,0,150,0,detached lane house,multi-use,1,1,0,0,1,1,1,0,5
Huangpu,28000,2,2,3,0,150,0,detached lane house,residential,1,1,1,1,1,1,1,0,7
Huangpu,28000,3,2,2,0,150,1,detached lane house,multi-use,1,1,1,0,1,1,0,0,5
Huangpu,28000,2,2,3,0,82,0,detached lane house,multi-use,1,1,1,1,1,1,1,0,7
Huangpu,28000,2,2,3,0,150,0,detached lane house,multi-use,1,1,1,1,1,1,1,0,7
Huangpu,28000,2,2,3,0,150,0,detached lane house,residential,1,1,1,1,1,1,1,0,7
Huangpu,28800,2,2,2,0,130,0,detached lane house,residential,1,0,0,0,1,0,1,0,3
Huangpu,30000,2,2,2,0,159,0,attached lane house,residential,1,1,1,1,1,1,1,1,8
Huangpu,31000,3,2,2,0,180,0,detached lane house,multi-use,1,0,0,0,1,1,1,0,4
Huangpu,31000,4,2,3,0,150,1,attached lane house,multi-use,0,0,0,0,1,1,0,0,2
Huangpu,31800,5,2,3,0,300,1,detached lane house,multi-use,0,1,0,0,0,0,0,0,1
Huangpu,31800,5,2,3,0,300,1,attached lane house,multi-use,0,1,1,0,1,1,0,0,4
Huangpu,31800,5,2,3,0,200,1,attached lane house,multi-use,0,1,0,0,0,1,0,0,2
Huangpu,32000,6,2,3,0,298,1,detached lane house,multi-use,0,1,1,0,1,0,0,0,3
Huangpu,32000,6,3,3,0,298,1,detached lane house,multi-use,0,1,1,0,1,0,0,0,3
Huangpu,32000,7,2,3,0,298,1,detached lane house,multi-use,0,1,1,0,1,0,0,0,3
Huangpu,32000,6,3,3,0,288,1,detached lane house,multi-use,0,1,1,0,1,0,0,0,3
Huangpu,32000,6,2,3,0,200,1,detached lane house,multi-use,0,1,1,0,1,0,0,0,3
Huangpu,32000,6,3,3,0,298,1,detached lane house,multi-use,0,1,1,0,1,0,0,0,3
Huangpu,32000,7,2,3,0,298,1,detached lane house,multi-use,0,1,1,0,1,0,0,0,3
Huangpu,33000,2,2,1,0,200,0,attached lane house,residential,1,1,0,0,0,0,0,0,2
Huangpu,33000,2,2,2,0,150,0,attached lane house,multi-use,1,1,1,0,1,1,0,1,6
Huangpu,34000,2,2,2,0,150,0,attached lane house,multi-use,1,1,0,0,1,1,0,1,5
Huangpu,35000,5,4,4,0,200,1,villa,multi-use,0,1,0,0,0,1,0,0,2
Huangpu,35000,3,2,1,0,130,0,attached lane house,residential,1,1,1,0,1,0,0,0,4
Huangpu,36000,3,2,2,0,170,0,detached lane house,residential,1,1,0,0,1,1,1,1,6
Huangpu,38000,6,2,3,0,220,1,detached lane house,multi-use,0,1,1,0,0,0,0,0,2
Huangpu,38000,5,3,5,0,200,0,attached lane house,residential,1,0,0,1,1,0,0,0,3
Huangpu,38500,6,2,3,0,289,1,detached lane house,multi-use,0,1,1,0,1,0,0,0,3
Huangpu,39000,7,2,3,0,298,1,detached lane house,multi-use,0,1,1,0,1,0,0,0,3
Huangpu,39000,6,2,3,0,218,1,detached lane house,multi-use,0,1,1,0,1,0,0,0,3
Huangpu,42000,4,2,3,0,200,0,attached lane house,multi-use,0,0,0,0,1,1,0,0,2
Huangpu,45000,4,2,3,0,190,1,attached lane house,multi-use,1,1,1,0,1,1,0,0,5
Huangpu,46000,4,2,3,0,240,1,detached lane house,residential,1,1,0,1,1,1,0,0,5
Huangpu,48000,3,3,3,0,220,1,attached lane house,residential,1,1,1,1,1,1,0,0,6
Huangpu,50000,3,4,3,0,250,1,attached lane house,residential,1,0,0,0,1,1,0,0,3
Huangpu,50000,3,2,2,0,250,1,attached lane house,multi-use,1,0,0,0,1,1,0,0,3
Huangpu,50000,4,3,3,0,240,1,attached lane house,multi-use,0,0,0,0,1,0,0,0,1
Huangpu,56000,3,3,3,0,150,0,attached lane house,multi-use,1,1,1,1,1,1,0,0,6
Huangpu,65000,6,4,6,0,300,0,attached lane house,multi-use,1,1,0,0,1,1,1,0,5
Huangpu,80000,8,2,4,0,300,1,attached lane house,multi-use,1,1,1,0,1,1,0,0,5
Huangpu,85000,6,3,3,0,300,1,detached lane house,multi-use,1,0,0,0,1,1,0,0,3
Huangpu,98000,5,2,3,0,300,0,attached lane house,multi-use,1,1,0,0,1,0,0,0,3
Huangpu,130000,5,3,5,0,350,1,detached lane house,multi-use,1,1,1,0,1,1,0,0,5
Huangpu,220000,7,5,3,0,500,1,detached lane house,multi-use,0,1,1,0,1,0,0,0,3
Jiading,7000,3,0,1,0,65,0,public housing,residential,0,1,1,0,0,0,0,0,2
Jiading,36000,6,3,5,0,342,1,villa,multi-use,0,1,0,0,1,0,0,0,2
Jing'an,2500,1,0,1,0,15,0,detached lane house,residential,0,0,0,0,1,0,0,0,1
Jing'an,2600,1,0,1,0,15,0,detached lane house,residential,0,0,0,0,1,0,0,0,1
Jing'an,2700,1,1,1,0,20,0,detached lane house,residential,0,0,0,0,1,0,0,0,1
Jing'an,2800,1,0,1,0,20,0,attached lane house,residential,1,1,0,1,1,1,0,0,5
Jing'an,2800,1,0,1,0,13,0,attached lane house,residential,0,1,0,0,0,0,0,0,1
Jing'an,3000,1,0,1,0,20,0,attached lane house,residential,0,1,0,0,0,0,0,0,1
Jing'an,3300,1,1,1,0,20,0,attached lane house,residential,0,1,0,0,0,0,0,0,1
Jing'an,3300,1,1,1,0,20,0,attached lane house,residential,0,1,0,0,0,0,0,0,1
Jing'an,3300,1,1,1,0,20,0,attached lane house,residential,0,0,0,0,0,0,0,0,0
Jing'an,3300,1,0,1,0,15,0,attached lane house,residential,0,1,0,0,0,0,0,0,1
Jing'an,3300,1,1,1,0,20,0,attached lane house,residential,0,1,0,0,0,0,0,0,1
Jing'an,3500,1,0,1,0,37,0,detached lane house,residential,0,1,0,1,0,0,0,0,2
Jing'an,3500,1,0,1,0,12,0,attached lane house,residential,1,1,0,0,0,0,0,0,2
Jing'an,3600,1,0,1,0,15,0,attached lane house,residential,1,1,0,0,0,0,0,0,2
Jing'an,3600,1,1,1,0,50,0,public housing,multi-use,0,1,1,0,0,0,0,0,2
Jing'an,3800,1,0,1,0,32,0,detached lane house,multi-use,0,1,0,0,0,1,0,0,2
Jing'an,4000,1,0,1,0,20,0,attached lane house,residential,0,1,0,0,0,0,0,0,1
Jing'an,4000,1,0,1,0,13,0,detached lane house,residential,0,1,0,0,1,0,0,0,2
Jing'an,4000,1,0,1,0,38,0,detached lane house,residential,0,0,0,1,0,0,0,0,1
Jing'an,4000,1,1,1,0,18,0,attached lane house,residential,0,1,0,0,1,0,0,0,2
Jing'an,4000,1,0,1,0,24,0,attached lane house,residential,0,1,0,0,0,0,0,0,1
Jing'an,4000,1,1,1,0,30,0,attached lane house,multi-use,0,1,0,0,1,0,0,0,2
Jing'an,4000,1,1,1,0,20,0,detached lane house,residential,0,1,0,0,0,0,0,0,1
Jing'an,4200,1,0,1,0,25,0,attached lane house,residential,0,1,1,0,0,0,0,0,2
Jing'an,4200,1,0,1,0,38,0,public housing,residential,1,1,1,0,0,1,0,0,4
Jing'an,4500,1,0,1,0,25,0,attached lane house,residential,0,0,0,0,0,0,0,0,0
Jing'an,4500,1,1,1,0,28,0,attached lane house,residential,0,1,0,0,0,0,0,0,1
Jing'an,4500,1,1,1,0,30,0,detached lane house,multi-use,1,1,0,0,0,0,0,0,2
Jing'an,4600,1,1,1,0,30,0,attached lane house,residential,1,1,0,1,0,0,0,0,3
Jing'an,4600,1,0,1,0,12,0,attached lane house,residential,0,1,0,1,0,0,0,0,2
Jing'an,4800,1,0,1,0,15,0,attached lane house,residential,1,1,0,1,1,0,0,0,4
Jing'an,4800,1,0,1,0,32,0,public housing,residential,0,1,1,0,0,0,0,0,2
Jing'an,4900,1,0,1,1,30,0,detached lane house,multi-use,0,1,0,0,0,0,1,0,2
Jing'an,4900,1,0,1,1,30,0,detached lane house,residential,0,1,0,0,0,0,0,0,1
Jing'an,5000,1,1,1,0,50,0,detached lane house,residential,0,1,0,0,0,0,0,0,1
Jing'an,5000,1,1,1,0,40,0,attached lane house,multi-use,0,1,0,0,0,0,0,0,1
Jing'an,5000,1,1,1,0,40,0,public housing,multi-use,0,1,0,0,0,0,0,0,1
Jing'an,5000,1,1,1,0,28,0,attached lane house,residential,0,1,0,0,0,0,0,0,1
Jing'an,5000,1,0,1,0,36,0,detached lane house,residential,0,1,0,0,0,0,0,0,1
Jing'an,5000,1,0,1,0,36,0,public housing,residential,0,1,0,0,0,0,0,0,1
Jing'an,5000,1,0,1,0,21,0,detached lane house,residential,0,1,0,0,0,0,0,0,1
Jing'an,5000,1,1,1,1,20,0,attached lane house,residential,0,1,0,0,0,0,0,0,1
Jing'an,5000,1,0,1,0,29,0,detached lane house,residential,0,1,0,0,0,0,0,0,1
Jing'an,5000,1,1,1,0,25,0,attached lane house,residential,0,1,0,0,0,0,0,0,1
Jing'an,5000,1,1,1,0,40,0,attached lane house,multi-use,0,1,0,0,1,0,0,0,2
Jing'an,5000,1,1,1,0,35,0,public housing,multi-use,0,1,1,0,0,0,0,0,2
Jing'an,5000,1,1,1,0,30,0,attached lane house,residential,0,1,1,0,0,0,0,0,2
Jing'an,5200,1,0,1,0,15,0,attached lane house,residential,0,1,0,0,0,0,0,0,1
Jing'an,5200,1,0,1,0,18,0,detached lane house,residential,1,1,0,0,1,0,0,0,3
Jing'an,5300,1,1,1,0,40,0,public housing,residential,0,1,0,0,0,0,0,0,1
Jing'an,5500,1,1,1,0,45,0,detached lane house,residential,0,1,0,0,0,0,0,0,1
Jing'an,5500,1,1,1,0,45,0,detached lane house,residential,0,1,0,0,0,0,0,0,1
Jing'an,5500,1,1,1,1,50,0,attached lane house,residential,1,1,1,1,1,1,0,0,6
Jing'an,5500,1,0,1,0,40,0,attached lane house,residential,1,0,0,0,1,0,0,0,2
Jing'an,5500,1,1,1,0,30,0,detached lane house,residential,1,1,1,1,0,0,1,0,5
Jing'an,5500,1,1,1,1,15,0,attached lane house,residential,1,1,0,0,0,1,0,0,3
Jing'an,5500,1,1,1,0,40,0,detached lane house,residential,1,1,1,1,1,1,1,0,7
Jing'an,5500,1,1,1,0,48,0,detached lane house,residential,0,1,0,0,0,0,0,0,1
Jing'an,5500,1,0,1,0,34,0,public housing,residential,0,1,0,0,0,0,0,0,1
Jing'an,5500,1,1,1,0,35,0,attached lane house,residential,0,1,0,0,0,0,0,0,1
Jing'an,5500,1,1,1,0,55,0,public housing,residential,0,0,0,0,1,0,0,0,1
Jing'an,5500,1,1,1,0,35,0,attached lane house,residential,0,1,0,0,1,0,0,0,2
Jing'an,5700,1,1,1,0,37,0,attached lane house,residential,0,1,0,0,1,0,0,0,2
Jing'an,5700,1,1,1,0,45,0,public housing,residential,1,1,1,1,1,1,0,0,6
Jing'an,5800,1,1,1,0,50,0,attached lane house,residential,1,1,1,1,0,0,0,0,4
Jing'an,5800,1,1,1,0,55,0,public housing,multi-use,0,0,0,0,1,0,0,0,1
Jing'an,5800,1,1,1,1,40,0,attached lane house,multi-use,0,1,0,0,0,0,0,0,1
Jing'an,6000,1,1,1,0,33,0,attached lane house,residential,0,1,0,1,0,0,0,0,2
Jing'an,6000,1,1,1,0,40,0,attached lane house,residential,1,1,1,0,0,0,0,0,3
Jing'an,6000,1,0,1,0,40,0,attached lane house,residential,0,1,0,0,0,0,0,0,1
Jing'an,6000,1,1,1,0,50,0,public housing,multi-use,0,1,0,1,0,0,0,0,2
Jing'an,6000,1,0,1,0,30,0,attached lane house,residential,0,1,0,0,0,0,0,0,1
Jing'an,6000,1,1,1,0,35,0,detached lane house,residential,1,1,0,1,0,0,1,0,4
Jing'an,6000,1,1,1,1,45,0,detached lane house,residential,0,1,0,0,1,0,0,0,2
Jing'an,6000,1,1,1,0,50,0,attached lane house,residential,0,1,1,1,1,0,0,0,4
Jing'an,6000,1,1,1,0,40,0,attached lane house,residential,0,1,0,0,0,0,0,0,1
Jing'an,6200,1,1,1,0,30,0,detached lane house,residential,0,1,0,0,0,0,0,0,1
Jing'an,6200,1,1,1,0,40,0,detached lane house,residential,0,1,1,0,1,0,0,0,3
Jing'an,6300,1,1,1,0,40,0,detached lane house,residential,1,1,1,1,1,1,1,0,7
Jing'an,6500,1,1,1,0,40,0,detached lane house,residential,1,1,0,1,0,0,1,0,4
Jing'an,6500,2,1,1,1,45,0,attached lane house,residential,0,1,0,1,0,0,0,0,2
Jing'an,6500,1,1,1,0,50,0,attached lane house,residential,1,1,0,0,0,0,0,0,2
Jing'an,6500,1,1,1,0,40,0,detached lane house,residential,1,1,1,1,1,0,1,0,6
Jing'an,6500,2,1,1,0,45,0,detached lane house,residential,0,1,0,0,0,0,0,0,1
Jing'an,6500,1,1,1,1,30,0,attached lane house,residential,0,1,0,0,0,0,0,0,1
Jing'an,6500,1,1,1,0,50,0,attached lane house,residential,1,1,1,0,1,0,0,0,4
Jing'an,6500,1,0,1,0,40,0,detached lane house,residential,1,1,1,0,1,1,0,0,5
Jing'an,6500,1,1,1,0,35,0,public housing,residential,0,1,0,0,0,0,0,0,1
Jing'an,6500,1,1,1,0,48,0,attached lane house,residential,1,1,0,0,1,0,0,0,3
Jing'an,6600,1,1,1,0,30,0,detached lane house,residential,1,1,1,1,1,1,0,1,7
Jing'an,6600,1,1,1,0,35,0,public housing,residential,1,1,1,1,1,1,0,0,6
Jing'an,6600,1,1,1,1,35,0,attached lane house,residential,0,1,0,1,0,0,0,0,2
Jing'an,6800,1,0,1,0,1,0,detached lane house,,0,1,1,1,1,0,0,0,4
Jing'an,6800,1,1,1,0,40,0,public housing,residential,0,1,1,0,0,0,0,0,2
Jing'an,6800,1,1,1,0,40,0,detached lane house,multi-use,1,1,0,1,1,0,0,0,4
Jing'an,6800,1,2,1,0,60,0,detached lane house,multi-use,1,1,1,1,1,0,0,0,5
Jing'an,6800,1,1,1,0,46,0,detached lane house,residential,0,1,0,1,0,0,0,0,2
Jing'an,6800,1,1,1,0,47,0,attached lane house,residential,0,1,0,1,0,0,0,0,2
Jing'an,6900,1,1,1,0,37,0,public housing,residential,1,1,1,0,1,0,0,0,4
Jing'an,6900,1,1,1,0,60,0,detached lane house,residential,1,1,0,0,1,0,1,0,4
Jing'an,7000,1,1,1,0,50,0,detached lane house,residential,1,1,0,1,0,0,0,0,3
Jing'an,7000,1,1,1,0,50,0,detached lane house,residential,1,1,1,1,0,1,0,0,5
Jing'an,7000,1,1,1,0,30,0,detached lane house,residential,0,0,1,0,1,0,0,0,2
Jing'an,7000,1,1,1,0,50,0,attached lane house,residential,0,1,0,0,0,0,0,0,1
Jing'an,7000,1,1,1,1,48,0,attached lane house,residential,0,1,0,0,0,0,0,0,1
Jing'an,7000,1,1,1,0,50,0,detached lane house,residential,1,0,0,0,0,0,0,0,1
Jing'an,7000,1,1,1,0,55,0,detached lane house,multi-use,0,1,0,0,1,0,0,0,2
Jing'an,7000,1,1,1,1,48,0,attached lane house,residential,0,1,0,0,1,0,0,0,2
Jing'an,7000,1,1,1,0,62,0,detached lane house,multi-use,0,1,0,0,1,0,0,0,2
Jing'an,7000,1,1,1,1,48,0,attached lane house,residential,0,1,0,0,1,0,0,0,2
Jing'an,7000,1,1,1,1,48,0,attached lane house,multi-use,0,1,0,0,1,0,0,0,2
Jing'an,7000,1,1,1,0,45,0,detached lane house,multi-use,0,1,0,0,1,0,0,0,2
Jing'an,7000,1,2,1,0,65,0,detached lane house,residential,1,1,1,0,1,0,0,0,4
Jing'an,7200,1,1,1,0,50,0,attached lane house,residential,0,0,0,0,1,0,0,0,1
Jing'an,7200,1,1,1,0,40,0,public housing,residential,0,1,0,0,0,0,0,0,1
Jing'an,7200,1,2,1,0,50,0,public housing,residential,1,1,1,0,0,0,0,0,3
Jing'an,7200,1,0,1,0,42,0,detached lane house,residential,0,1,0,0,0,0,0,0,1
Jing'an,7200,1,0,1,0,40,0,detached lane house,residential,0,1,0,0,0,0,0,0,1
Jing'an,7300,2,1,1,0,60,0,attached lane house,residential,0,1,0,0,0,0,0,0,1
Jing'an,7300,2,1,1,0,60,0,detached lane house,residential,0,0,0,0,0,0,0,0,0
Jing'an,7400,1,1,2,1,50,0,detached lane house,residential,0,1,0,1,0,0,0,0,2
Jing'an,7497,1,1,1,0,60,0,public housing,residential,1,1,1,0,0,0,1,1,5
Jing'an,7500,1,1,1,1,40,0,detached lane house,residential,1,1,1,1,1,1,1,0,7
